,Scarborough Health Network - Centenary Hospital,Centre For Addiction and Mental Health - Queen Street Site,Sunnybrook Health Sciences Centre - Bayview Campus,Toronto Western Hospital,St. Joseph's Health Centre,Michael Garron Hospital,Etobicoke General Hospital,Humber River Hospital,Scarborough Health Network - General Campus,Scarborough Health Network - Birchmount Hospital,North York General Hospital,Toronto General Hospital,Hospital for Sick Children,Mount Sinai Hospital,Centre For Addiction and Mental Health - College Street Site,St. Michael's Hospital
M3J,0.28436919615958234,0.14155258586553923,0.12194178535295148,0.13994168706196664,0.131473272660361,0.18064307750676686,0.11517530688616527,0.04251050412721033,0.2412123189899705,0.1829592159873883,0.126140702256145,0.14711475113525696,0.14851875864677844,0.14652368860638237,0.13945900285045998,0.1579038675636445
M3K,0.26865464760379626,0.10176554806961756,0.09460037078365391,0.10052883304010778,0.09308051951492112,0.14991400150390866,0.12902109029268435,0.02118597351350957,0.22262139494522337,0.17435514406624572,0.11275148284849267,0.10877803534916777,0.11013487232679213,0.10799302897832799,0.10052296137896834,0.11986412661935361
M9R,0.3650859276597257,0.14636873600882644,0.18649398839997522,0.15630893715173227,0.11791095772465028,0.23306638922005293,0.05761819071880774,0.07800573448681651,0.31772788519352296,0.27342836995550174,0.21152920632825992,0.17231569839777153,0.17313024816045722,0.17038798901510965,0.16129229415576352,0.18338847883324838
M9V,0.391324207089636,0.20202943983857832,0.22044870813021114,0.20886777360352343,0.17694074653821998,0.2745223577600847,0.013982560449300945,0.10747853970366487,0.34681681182953206,0.2909775558439784,0.23310978252388584,0.22266659305880523,0.22373073386221348,0.22111933700907266,0.21226025459692816,0.23414127061701515
M9W,0.3858356235214447,0.17850723230852117,0.209764155668468,0.187346576507345,0.15105704738943201,0.2599920175432671,0.023837523153976355,0.09652229808968699,0.33960099977031194,0.2897090356719043,0.22924150392113687,0.202581838943601,0.20349955810449658,0.20079356360969636,0.19173785762050474,0.21387088882804348
M3M,0.29364736804759906,0.11466818505382337,0.11941463034323711,0.11661791419605023,0.09936129387477818,0.17363186731376182,0.10397282881423589,0.008074151567999437,0.2477215829419077,0.19825677504443684,0.13717265249772254,0.12733711439001247,0.1285905861084696,0.12621875893080767,0.11803067255963941,0.13873388860663105
M3N,0.3164216309655021,0.1529042611543138,0.14960706705255922,0.15473063263470985,0.13636905343949002,0.20667924770974327,0.08246850335233856,0.04633449131782397,0.2725974776014506,0.21564952806548557,0.15812189058501075,0.16487939336731133,0.16617197554792884,0.16387100298542173,0.15586821614514274,0.17618498878154784
M4W,0.19345516492259035,0.061588788916897105,0.0389607197303537,0.044782562706083696,0.08892063234848717,0.04797144846738965,0.23001544735571347,0.12266432715930121,0.14437250791077505,0.1336191292902004,0.08585013919986521,0.02962753236722179,0.030509528062237504,0.031811960322637625,0.03649545745482116,0.030635786932709692
M4X,0.19734147990709844,0.05706447315828633,0.05390374030227585,0.04068484419617648,0.0870472281098656,0.04775355092014335,0.23773109947264828,0.132251775112207,0.14853150340584448,0.1447249205762233,0.10000247993153864,0.022798693956161083,0.022965913675863134,0.025274945676645538,0.03294919085146525,0.01844648110182863
M4Y,0.20975702945667532,0.04433410891042204,0.05647710509595384,0.027671722593435935,0.0738022465055338,0.06082807878253312,0.22577117568411836,0.12161110494088288,0.16081386649287788,0.1528620841269813,0.10415478621647742,0.010617234579655984,0.011334665701702233,0.012979227005217624,0.01970223585265564,0.01335417433013039
M5N,0.22569584430808798,0.06840942700304281,0.04635088608353804,0.05962459182119778,0.07729227422009591,0.09721069005553992,0.1791382858729928,0.06989782070319005,0.17778066197363893,0.14252851627550417,0.08112676450714426,0.06148896928790417,0.06296930759575421,0.061451735850738376,0.05624677916362583,0.07138449028934012
M4V,0.21911889517451325,0.04618368472039016,0.045864609953539845,0.03298659077738318,0.06600618442558423,0.07795234768425141,0.19984009325161467,0.09345137976452379,0.17014639442317167,0.1483170559134866,0.0919169151642251,0.03136759207338538,0.032856598382248,0.031510797352500265,0.027601913797771778,0.041199082814161535
M5P,0.22394194716290988,0.05377060439508516,0.04593665381282184,0.043472689170020624,0.0675435945592506,0.08777176181462562,0.18841004759483285,0.08078456624842348,0.17530579425956558,0.14726475745600426,0.0880793017205138,0.04491576505069685,0.046389106146882325,0.04481679203895488,0.039662005912378846,0.05505790416323148
M5R,0.2250234278166832,0.03479808150908879,0.05622802482019647,0.0208397253173227,0.05778029001329288,0.07991821236865489,0.20232567084796496,0.09847727603188063,0.17593664058058545,0.1582296086846142,0.10318071928181158,0.021724629921767134,0.023124892843882913,0.02120743635150347,0.01574162429904658,0.032766113423343984
M5S,0.2260989163454306,0.02866359626204597,0.06405513107958068,0.012035977486181326,0.05666457545640098,0.0780128708069883,0.21049911403171206,0.10872543986821571,0.177057532696971,0.16452622324321364,0.11180389692643483,0.01094559249984892,0.012079556484939896,0.009647958008028111,0.004207354111065837,0.022439009096583664
M5T,0.2304746443202341,0.023778034802871856,0.07274923261129707,0.008165667947420385,0.05437490981818368,0.08102949657145224,0.21448483722108322,0.11496918903648488,0.18157043526793482,0.17219491632835413,0.12063941578138078,0.010497647297269139,0.010445332133439693,0.008020917799650543,0.005821513276989106,0.01951110192984505
